# PERIOD,csn_export_2026-05-01.csv
BeLuz10,Jacob1304,bought,256,Cobbled Deepslate,240,2026-05-28T16:55:18.544Z
F3lixFoox,Jacob1304,bought,1498,Sugar Cane,1872.5,2026-05-28T16:54:18.544Z
Diwky,Jacob1304,sold,22,Copper Block,-220,2026-05-28T16:43:18.544Z
Diwky,Jacob1304,sold,51,Acacia Log,-195.23,2026-05-28T16:43:18.544Z
Diwky,Jacob1304,sold,64,Acacia Log,-245,2026-05-28T16:43:18.544Z
gk2yt,Jacob1304,sold,45,Cobbled Deepslate,-28.13,2026-05-28T16:26:18.544Z
gk2yt,Jacob1304,sold,41,Dark Oak Sapling,-115.31,2026-05-28T16:26:18.544Z
gk2yt,Jacob1304,sold,320,Dark Oak Sapling,-900,2026-05-28T16:26:18.544Z
gk2yt,Jacob1304,sold,62,Grass Block,-217.97,2026-05-28T16:21:18.544Z
gk2yt,Jacob1304,sold,128,Oak Sapling,-400,2026-05-28T16:21:19.411Z
gk2yt,Jacob1304,sold,37,Birch Sapling,-115.63,2026-05-28T16:21:19.411Z
gk2yt,Jacob1304,sold,64,Dark Oak Sapling,-180,2026-05-28T16:21:19.412Z
Diwky,Jacob1304,sold,3,Clay,-11.95,2026-05-28T15:36:19.412Z
Diwky,Jacob1304,sold,21,Sandstone,-98.44,2026-05-28T15:35:19.413Z
Diwky,Jacob1304,sold,39,Smooth Sandstone,-170.63,2026-05-28T15:35:19.413Z
Budgegarus_,Jacob1304,bought,128,Grass Block,600,2026-05-28T15:07:19.413Z
Diwky,Jacob1304,sold,64,Copper Block,-640,2026-05-28T15:05:19.413Z
Diwky,Jacob1304,sold,64,Lapis Block,-525,2026-05-28T15:04:19.413Z
Diwky,Jacob1304,sold,3,Netherite Scrap,-2700,2026-05-28T15:04:19.414Z
Diwky,Jacob1304,sold,128,Redstone Block,-2450,2026-05-28T14:58:20.210Z
Diwky,Jacob1304,bought,3,Netherite Scrap,2850,2026-05-28T14:57:20.212Z
Diwky,Jacob1304,sold,704,Bamboo,-1100,2026-05-28T14:44:20.212Z
Diwky,Jacob1304,sold,118,Torch,-118,2026-05-28T14:18:20.212Z
Diwky,Jacob1304,sold,29,Oak Sapling,-90.63,2026-05-28T14:17:20.212Z
Diwky,Jacob1304,sold,11,Acacia Sapling,-48.13,2026-05-28T14:17:20.213Z
RealBjornV2012,Jacob1304,bought,40,Iron Ingot,1100,2026-05-28T14:17:20.213Z
Diwky,Jacob1304,sold,46,Amethyst Block,-179.69,2026-05-28T14:17:20.213Z
Diwky,Jacob1304,sold,16,Egg,-20,2026-05-28T14:14:20.213Z
Diwky,Jacob1304,sold,1,Diamond,-40,2026-05-28T14:11:20.213Z
Diwky,Jacob1304,sold,40,Oak Log,-134.38,2026-05-28T14:11:20.986Z
Fun1x,Jacob1304,bought,10,Iron Ingot,275,2026-05-28T13:27:20.987Z
l0adinguy,Jacob1304,bought,896,Experience Bottle,6650,2026-05-28T13:18:20.987Z
l0adinguy,Jacob1304,bought,18,Experience Bottle,133.59,2026-05-28T13:18:20.987Z
Mertilizm,Jacob1304,bought,1,Sponge,2500,2026-05-28T12:57:20.987Z
Yasuosu,Jacob1304,sold,3456,Sand,-4860,2026-05-28T11:57:20.987Z
Mertilizm,Jacob1304,bought,64,Orange Wool,485,2026-05-28T10:48:20.987Z
Mertilizm,Jacob1304,bought,64,Redstone Block,1250,2026-05-28T10:48:20.987Z
Mertilizm,Jacob1304,bought,320,Cobbled Deepslate,300,2026-05-28T10:47:20.987Z
Mertilizm,Jacob1304,bought,512,Spruce Log,1360,2026-05-28T10:46:21.840Z
Mertilizm,Jacob1304,bought,128,Dark Oak Log,340,2026-05-28T10:45:21.840Z
Mertilizm,Jacob1304,bought,60,Iron Ingot,1650,2026-05-28T10:45:21.840Z
Mertilizm,Jacob1304,bought,64,Calcite,255,2026-05-28T10:44:21.840Z
Ravengames4526,Jacob1304,bought,1,Honey Block,9.38,2026-05-28T10:18:21.841Z
Budgegarus_,Jacob1304,sold,1,Honey Block,-5.47,2026-05-28T07:47:21.841Z
Budgegarus_,Jacob1304,bought,192,Grass Block,900,2026-05-28T07:47:21.841Z
Flordiaman_1969,Jacob1304,bought,1,Sponge,2500,2026-05-28T05:41:21.841Z
zarrolo,Jacob1304,bought,384,Magma Block,1200,2026-05-28T03:55:21.841Z
Rexjopeck,Jacob1304,bought,128,Light Gray Wool,970,2026-05-28T03:43:21.841Z
Rexjopeck,Jacob1304,bought,64,Gray Wool,485,2026-05-28T03:39:22.636Z
Rexjopeck,Jacob1304,bought,128,Stone Bricks,240,2026-05-28T03:29:22.636Z
Rexjopeck,Jacob1304,bought,320,Stone,600,2026-05-28T03:29:22.636Z
Sofrita2005,Jacob1304,bought,1,Dragon Breath,90,2026-05-28T03:24:22.636Z
DragonSentinel,Jacob1304,bought,32,Resin Brick,250,2026-05-28T03:11:22.636Z
Tea_L0ver,Jacob1304,bought,256,Sandstone,1400,2026-05-28T01:56:22.636Z
Tea_L0ver,Jacob1304,bought,64,Tuff,150,2026-05-28T01:55:22.636Z
deepdragooner,Jacob1304,bought,64,Apple,1408,2026-05-28T01:45:22.637Z
LavaaX,Jacob1304,sold,330,Gunpowder,-29700,2026-05-27T23:30:22.637Z
PVT_PYLE5h13t,Jacob1304,sold,51,Shroomlight,-2703,2026-05-27T22:59:22.637Z
PVT_PYLE5h13t,Jacob1304,sold,6,Glowstone,-150,2026-05-27T22:59:23.487Z
StonecutterChair,Jacob1304,bought,10,Spider Eye,195,2026-05-27T22:47:23.487Z
ExpressMars,Jacob1304,bought,64,Feather,700,2026-05-27T21:53:23.487Z
Yasuosu,Jacob1304,bought,1152,Cooked Beef,16650,2026-05-27T21:50:23.487Z
Yasuosu,Jacob1304,sold,2256,Glass,-8812.5,2026-05-27T21:50:23.488Z
NavyCircle21209,Jacob1304,bought,25,Sand,39.06,2026-05-27T21:38:23.488Z
NavyCircle21209,Jacob1304,bought,1408,Sand,2200,2026-05-27T21:38:23.488Z
CopingPlains522,Jacob1304,bought,704,Experience Bottle,5225,2026-05-27T21:03:23.488Z
Altra_Pendragon,Jacob1304,sold,25,Feather,-265.63,2026-05-27T21:03:23.488Z
Altra_Pendragon,Jacob1304,sold,256,Feather,-2720,2026-05-27T21:03:23.488Z
Altra_Pendragon,Jacob1304,bought,1216,Feather,13300,2026-05-27T21:02:24.315Z
Altra_Pendragon,Jacob1304,sold,64,Sugar Cane,-64,2026-05-27T21:02:24.316Z
Altra_Pendragon,Jacob1304,bought,64,Sugar Cane,80,2026-05-27T21:02:24.316Z
vansito11,Jacob1304,sold,128,Spider Eye,-2112,2026-05-27T20:37:24.316Z
TheWeirdManS,Jacob1304,bought,832,Granite,832,2026-05-27T20:00:24.316Z
BBK5488,Jacob1304,sold,18,Gunpowder,-1620,2026-05-27T19:52:24.316Z
BBK5488,Jacob1304,bought,10,Gunpowder,1099,2026-05-27T19:52:24.316Z
Axolotl_In_Suit,Jacob1304,bought,64,Lapis Block,530,2026-05-27T19:50:24.316Z
Jakkascid1,Jacob1304,bought,64,Experience Bottle,550,2026-05-27T19:43:24.316Z
Jakkascid1,Jacob1304,bought,20,Diamond,1020,2026-05-27T19:43:24.316Z
BBK5488,Jacob1304,bought,150,Iron Ingot,4125,2026-05-27T19:34:25.105Z
BBK5488,Jacob1304,sold,10,Iron Ingot,-265,2026-05-27T19:34:25.105Z
BBK5488,Jacob1304,sold,64,Experience Bottle,-300,2026-05-27T19:34:25.105Z
BBK5488,Jacob1304,bought,64,Experience Bottle,475,2026-05-27T19:34:25.105Z
BBK5488,Jacob1304,sold,236,Cobbled Deepslate,-147.5,2026-05-27T19:33:25.105Z
BBK5488,Jacob1304,sold,64,Cobblestone,-80,2026-05-27T19:33:25.122Z
BBK5488,Jacob1304,bought,64,Cobblestone,85,2026-05-27T19:33:25.122Z
BBK5488,Jacob1304,sold,1,Netherite Ingot,-3800,2026-05-27T19:16:25.122Z
BBK5488,Jacob1304,bought,1,Netherite Ingot,4050,2026-05-27T19:16:25.122Z
BBK5488,Jacob1304,bought,64,Baked Potato,64,2026-05-27T19:15:25.122Z
BBK5488,Jacob1304,bought,192,Oak Log,660,2026-05-27T19:15:25.909Z
BBK5488,Jacob1304,bought,64,Spruce Log,170,2026-05-27T19:15:25.909Z
BBK5488,Jacob1304,bought,64,Birch Log,220,2026-05-27T19:15:25.909Z
BBK5488,Jacob1304,bought,20,Iron Ingot,550,2026-05-27T19:15:25.909Z
gk2yt,Jacob1304,bought,128,Experience Bottle,950,2026-05-27T17:31:25.909Z
RealBjornV2012,Jacob1304,bought,64,Sugar Cane,80,2026-05-27T17:23:25.910Z
Giraffecat77,Jacob1304,bought,390,Sea Lantern,72150,2026-05-27T16:14:25.910Z
Giraffecat77,Jacob1304,bought,128,Sea Lantern,23680,2026-05-27T16:01:25.910Z
Giraffecat77,Jacob1304,bought,18,Gilded Blackstone,3600,2026-05-27T16:00:26.680Z
Giraffecat77,Jacob1304,sold,1200,Glass,-4687.5,2026-05-27T15:59:26.681Z
Sofrita2005,Jacob1304,sold,10,Copper Block,-100,2026-05-27T14:00:26.681Z
Moonmaster1000,Jacob1304,sold,38,Jungle Log,-133.59,2026-05-27T13:59:26.681Z
Moonmaster1000,Jacob1304,sold,640,Jungle Log,-2250,2026-05-27T13:59:26.681Z
VEoN_Marten,Jacob1304,bought,64,Jungle Log,230,2026-05-27T13:26:26.681Z
clawru,Jacob1304,bought,1792,Sand,2800,2026-05-27T13:11:26.681Z
PaledForest,Jacob1304,bought,1,Shulker Box,9800,2026-05-27T11:57:26.681Z
Alithium12,Jacob1304,sold,21,Copper Block,-210,2026-05-27T11:40:26.681Z
ILoveABGSSs,Jacob1304,sold,1,Beacon,-25000,2026-05-27T10:41:26.681Z
Yasuosu,Jacob1304,sold,15,Sand,-21.09,2026-05-27T10:35:27.597Z
Yasuosu,Jacob1304,sold,256,Red Sandstone,-1600,2026-05-27T10:25:27.597Z
Yasuosu,Jacob1304,sold,896,Prismarine Bricks,-9800,2026-05-27T10:24:27.597Z
Yasuosu,Jacob1304,sold,1088,Prismarine,-6630,2026-05-27T10:24:27.597Z
Yasuosu,Jacob1304,sold,26,Packed Ice,-233.59,2026-05-27T10:17:27.597Z
Yasuosu,Jacob1304,sold,960,Dirt,-2610,2026-05-27T10:17:27.597Z
Yasuosu,Jacob1304,sold,192,Gravel,-216,2026-05-27T10:16:27.597Z
Infinicht,Jacob1304,sold,10,Sand,-14.06,2026-05-27T10:16:27.597Z
Infinicht,Jacob1304,sold,512,Sand,-720,2026-05-27T10:16:27.597Z
Yasuosu,Jacob1304,bought,1,Oak Leaves,2.42,2026-05-27T10:03:27.597Z
Yasuosu,Jacob1304,bought,1792,Oak Leaves,4340,2026-05-27T10:03:28.415Z
Yasuosu,Jacob1304,bought,36,Birch Leaves,87.19,2026-05-27T10:03:28.415Z
Yasuosu,Jacob1304,bought,64,Birch Leaves,155,2026-05-27T10:02:28.415Z
Yasuosu,Jacob1304,sold,704,Dark Oak Leaves,-2200,2026-05-27T10:02:28.415Z
Yasuosu,Jacob1304,bought,800,Azalea Leaves,1875,2026-05-27T09:57:28.415Z
Yasuosu,Jacob1304,sold,2304,Dark Oak Leaves,-7200,2026-05-27T09:57:28.415Z
Yasuosu,Jacob1304,bought,1984,Cherry Leaves,4805,2026-05-27T09:55:28.415Z
Yasuosu,Jacob1304,bought,320,Cherry Log,875,2026-05-27T09:54:28.415Z
Yasuosu,Jacob1304,sold,1408,Mangrove Log,-13090,2026-05-27T09:54:28.415Z
Yasuosu,Jacob1304,sold,896,Jungle Log,-3150,2026-05-27T09:54:28.415Z
Yasuosu,Jacob1304,sold,256,Bricks,-1480,2026-05-27T09:51:29.214Z
Yasuosu,Jacob1304,sold,256,Tuff,-480,2026-05-27T09:51:29.214Z
Yasuosu,Jacob1304,sold,960,Deepslate,-780,2026-05-27T09:51:29.214Z
Yasuosu,Jacob1304,sold,384,Stone,-540,2026-05-27T09:50:29.214Z
universitieee2,Jacob1304,sold,3,Netherite Ingot,-11400,2026-05-27T08:08:29.214Z
universitieee2,Jacob1304,bought,3,Netherite Ingot,12150,2026-05-27T07:57:29.214Z
StonecutterChair,Jacob1304,bought,64,Mushroom Stem,350,2026-05-27T06:26:29.214Z
StonecutterChair,Jacob1304,bought,64,Red Mushroom Block,290,2026-05-27T06:26:29.215Z
StonecutterChair,Jacob1304,bought,64,Apple,1408,2026-05-27T03:39:29.215Z
Zxevi,Jacob1304,sold,50,Experience Bottle,-234.38,2026-05-27T02:23:29.215Z
Zxevi,Jacob1304,sold,128,Experience Bottle,-600,2026-05-27T02:23:30.031Z
Sofrita2005,Jacob1304,sold,48,Baked Potato,-45,2026-05-27T01:56:30.031Z
Sofrita2005,Jacob1304,bought,2,Dragon Breath,180,2026-05-27T01:55:30.031Z
Sofrita2005,Jacob1304,sold,63,Birch Log,-211.64,2026-05-27T01:54:30.031Z
Sofrita2005,Jacob1304,sold,61,Oak Log,-204.92,2026-05-27T01:54:30.031Z
Sofrita2005,Jacob1304,sold,1,Dragon Breath,-85,2026-05-27T01:37:30.031Z
Sofrita2005,Jacob1304,bought,3,Dragon Breath,270,2026-05-27T01:36:30.031Z
Sofrita2005,Jacob1304,bought,20,Spider Eye,390,2026-05-27T01:36:30.031Z
Sofrita2005,Jacob1304,bought,64,Sugar Cane,80,2026-05-27T01:33:30.031Z
Proletini,Jacob1304,sold,19,Apple,-399,2026-05-26T23:47:30.031Z
Silonnz,Jacob1304,bought,512,Red Concrete Powder,880,2026-05-26T22:52:30.860Z
MooDengFan,Jacob1304,bought,256,Jungle Log,920,2026-05-26T22:32:30.861Z
MooDengFan,Jacob1304,bought,64,Stone,120,2026-05-26T22:19:30.861Z
YoNoble,Jacob1304,bought,192,Hay Block,3000,2026-05-26T21:55:30.861Z
Sofrita2005,Jacob1304,bought,64,Feather,700,2026-05-26T21:53:30.861Z
Sofrita2005,Jacob1304,bought,64,String,100,2026-05-26T21:53:30.861Z
Sofrita2005,Jacob1304,sold,10,Cobweb,-125,2026-05-26T21:40:30.861Z
Sofrita2005,Jacob1304,bought,64,Flint,78,2026-05-26T21:39:30.861Z
Sofrita2005,Jacob1304,bought,10,Cobweb,175,2026-05-26T21:38:30.861Z
Sofrita2005,Jacob1304,sold,38,Lapis Block,-311.72,2026-05-26T21:35:30.861Z
Sofrita2005,Jacob1304,bought,38,Lapis Block,314.69,2026-05-26T21:35:31.694Z
Sofrita2005,Jacob1304,sold,63,Cactus,-73.83,2026-05-26T21:24:31.694Z
Sofrita2005,Jacob1304,sold,64,Cactus,-75,2026-05-26T21:24:31.695Z
Sofrita2005,Jacob1304,sold,60,Oak Log,-201.56,2026-05-26T21:20:31.695Z
Noctua_h,Jacob1304,bought,64,Glow Berries,76,2026-05-26T21:04:31.695Z
Tea_L0ver,Jacob1304,bought,128,Tuff,300,2026-05-26T20:10:31.695Z
Sofrita2005,Jacob1304,bought,1,Emerald,210,2026-05-26T19:24:31.695Z
Sofrita2005,Jacob1304,bought,10,Iron Ingot,275,2026-05-26T19:23:31.695Z
Sofrita2005,Jacob1304,bought,10,Diamond,510,2026-05-26T19:23:31.695Z
Sofrita2005,Jacob1304,sold,61,Birch Log,-204.92,2026-05-26T19:20:31.695Z
Sofrita2005,Jacob1304,sold,63,Oak Log,-211.64,2026-05-26T19:20:49.488Z
Sofrita2005,Jacob1304,sold,4,Apple,-84,2026-05-26T19:20:49.489Z
Zxevi,Jacob1304,bought,192,Sand,300,2026-05-26T19:18:49.489Z
biloblue,Jacob1304,bought,40,Ancient Debris,78200,2026-05-26T19:16:49.489Z
Sofrita2005,Jacob1304,bought,64,Baked Potato,64,2026-05-26T19:00:49.489Z
Sofrita2005,Jacob1304,sold,64,Oak Log,-215,2026-05-26T18:59:49.489Z
Sofrita2005,Jacob1304,sold,62,Oak Log,-208.28,2026-05-26T18:52:49.489Z
BBK5488,Jacob1304,bought,11,Experience Bottle,81.64,2026-05-26T18:40:49.489Z
BBK5488,Jacob1304,bought,704,Experience Bottle,5225,2026-05-26T18:40:49.489Z
gk2yt,Jacob1304,sold,30,Iron Ingot,-795,2026-05-26T18:40:49.489Z
gk2yt,Jacob1304,bought,10,Iron Ingot,275,2026-05-26T18:39:50.348Z
BBK5488,Jacob1304,bought,448,Experience Bottle,3325,2026-05-26T18:32:50.349Z
BBK5488,Jacob1304,bought,64,Carrot,48,2026-05-26T18:30:50.349Z
Mertilizm,Jacob1304,bought,128,Red Nether Bricks,800,2026-05-26T18:28:50.349Z
Alithium12,Jacob1304,sold,17,Gray Wool,-119.53,2026-05-26T18:25:50.349Z
Alithium12,Jacob1304,sold,64,Gray Wool,-450,2026-05-26T18:25:50.349Z
rol1er_the_great,Jacob1304,sold,1024,Grass Block,-3600,2026-05-26T17:03:50.349Z
rol1er_the_great,Jacob1304,sold,1216,Grass Block,-4275,2026-05-26T16:52:50.349Z
rol1er_the_great,Jacob1304,sold,1280,Dirt,-3480,2026-05-26T16:28:51.103Z
Biryanicus,Jacob1304,bought,128,Mangrove Leaves,310,2026-05-26T16:10:51.103Z
Altra_Pendragon,Jacob1304,bought,1152,Feather,12600,2026-05-26T16:08:51.104Z
rol1er_the_great,Jacob1304,sold,3,Cherry Log,-7.97,2026-05-26T15:51:51.104Z
rol1er_the_great,Jacob1304,sold,192,Cherry Log,-510,2026-05-26T15:51:51.104Z
rol1er_the_great,Jacob1304,sold,64,Birch Log,-215,2026-05-26T15:51:51.104Z
rol1er_the_great,Jacob1304,sold,13,Spruce Log,-33.52,2026-05-26T15:44:51.104Z
rol1er_the_great,Jacob1304,sold,576,Spruce Log,-1485,2026-05-26T15:44:51.104Z
Bigfooot00,Jacob1304,sold,1,Shroomlight,-53,2026-05-26T12:59:51.104Z
Bigfooot00,Jacob1304,bought,3,Shroomlight,174,2026-05-26T12:59:51.104Z
Giraffecat77,Jacob1304,sold,2432,Sand,-3420,2026-05-26T12:17:51.941Z
Yasuosu,Jacob1304,bought,3024,Crimson Stem,17482.5,2026-05-26T11:23:51.941Z
Yasuosu,Jacob1304,bought,5,Warped Stem,28.91,2026-05-26T11:18:51.941Z
Yasuosu,Jacob1304,bought,960,Warped Stem,5550,2026-05-26T11:18:51.941Z
Yasuosu,Jacob1304,sold,384,Diorite,-720,2026-05-26T11:18:51.941Z
Yasuosu,Jacob1304,sold,64,Soul Soil,-415,2026-05-26T11:18:51.941Z
Yasuosu,Jacob1304,sold,256,Netherrack,-160,2026-05-26T11:18:51.941Z
Yasuosu,Jacob1304,sold,1728,Red Nether Bricks,-9450,2026-05-26T11:18:51.941Z
Yasuosu,Jacob1304,sold,1504,Stone Bricks,-2115,2026-05-26T11:11:51.941Z
Yasuosu,Jacob1304,sold,512,Tuff,-960,2026-05-26T11:11:51.941Z
Yasuosu,Jacob1304,sold,320,Diorite,-600,2026-05-26T11:10:52.756Z
Giraffecat77,Jacob1304,sold,320,Sandstone,-1500,2026-05-26T11:09:52.756Z
Giraffecat77,Jacob1304,sold,1,Netherite Ingot,-3800,2026-05-26T11:09:52.757Z
Yasuosu,Jacob1304,sold,40,Andesite,-90.63,2026-05-26T11:05:52.757Z
Yasuosu,Jacob1304,sold,640,Andesite,-1450,2026-05-26T11:05:52.757Z
Yasuosu,Jacob1304,sold,51,Smooth Stone,-119.53,2026-05-26T11:05:52.757Z
Yasuosu,Jacob1304,sold,1152,Smooth Stone,-2700,2026-05-26T11:05:52.757Z
Yasuosu,Jacob1304,sold,512,Deepslate,-416,2026-05-26T11:05:52.757Z
Infinicht,Jacob1304,bought,28,Cooked Beef,404.69,2026-05-26T11:01:52.757Z
grimAuxiliatrix9,Jacob1304,bought,1088,Dirt,3043,2026-05-26T10:47:52.757Z
grimAuxiliatrix9,Jacob1304,sold,28,Cooked Beef,-218.75,2026-05-26T10:46:53.594Z
grimAuxiliatrix9,Jacob1304,bought,10,Diamond,510,2026-05-26T10:46:53.594Z
StonecutterChair,Jacob1304,bought,64,Warped Stem,370,2026-05-26T09:38:53.594Z
T1_Cheap,Jacob1304,bought,64,Tuff,150,2026-05-26T05:35:53.594Z
Jakkascid1,Jacob1304,bought,512,Experience Bottle,4400,2026-05-26T05:34:53.594Z
Jakkascid1,Jacob1304,sold,128,Wheat Seeds,-58,2026-05-26T05:33:53.594Z
Jakkascid1,Jacob1304,bought,70,Iron Ingot,1925,2026-05-26T05:33:53.594Z
Jakkascid1,Jacob1304,sold,9,Lapis Block,-73.83,2026-05-26T05:33:53.594Z
Jakkascid1,Jacob1304,sold,58,Oak Log,-194.84,2026-05-26T05:33:53.594Z
Jakkascid1,Jacob1304,sold,64,Oak Log,-215,2026-05-26T05:33:54.434Z
Jakkascid1,Jacob1304,sold,3,Coal Block,-39.84,2026-05-26T05:32:54.434Z
Jakkascid1,Jacob1304,sold,80,Stone Bricks,-112.5,2026-05-26T05:32:54.435Z
Jakkascid1,Jacob1304,sold,192,Stone,-270,2026-05-26T05:32:54.435Z
Jakkascid1,Jacob1304,sold,108,Copper Block,-1080,2026-05-26T05:31:54.435Z
Jakkascid1,Jacob1304,sold,32,Leather,-225,2026-05-26T05:24:54.451Z
Jakkascid1,Jacob1304,sold,5,Egg,-6.25,2026-05-26T05:24:54.452Z
Jakkascid1,Jacob1304,sold,128,Feather,-1360,2026-05-26T05:24:54.452Z
Jakkascid1,Jacob1304,sold,23,Apple,-483,2026-05-26T05:23:54.452Z
Jakkascid1,Jacob1304,sold,1690,Sugar Cane,-1690,2026-05-26T05:23:54.452Z
StonecutterChair,Jacob1304,bought,8,Glowstone,240,2026-05-26T05:21:55.225Z
Jakkascid1,Jacob1304,sold,18,Pumpkin,-14.06,2026-05-26T05:20:55.225Z
Jakkascid1,Jacob1304,sold,544,Egg,-680,2026-05-26T05:05:55.225Z
Jakkascid1,Jacob1304,sold,192,Hay Block,-2700,2026-05-26T04:58:55.225Z
Jakkascid1,Jacob1304,sold,1,Pumpkin,-0.78,2026-05-26T04:57:55.225Z
Jakkascid1,Jacob1304,sold,192,Pumpkin,-150,2026-05-26T04:57:55.225Z
Jakkascid1,Jacob1304,sold,13,Melon Slice,-11.17,2026-05-26T04:57:55.226Z
Jakkascid1,Jacob1304,sold,832,Melon Slice,-715,2026-05-26T04:57:55.226Z
T1_Cheap,Jacob1304,bought,192,Spruce Log,510,2026-05-26T04:05:55.226Z
