# PERIOD,csn_export_2026-05-01.csv
Enofonka,Jacob1304,bought,64,Cooked Beef,925,2026-05-22T11:37:01.190Z
Enofonka,Jacob1304,bought,64,Experience Bottle,550,2026-05-22T11:37:01.190Z
Enofonka,Jacob1304,sold,126,Diamond,-5040,2026-05-22T11:36:02.092Z
SirElite360,Jacob1304,sold,53,String,-41.41,2026-05-22T09:03:02.092Z
SirElite360,Jacob1304,sold,64,String,-50,2026-05-22T09:03:02.092Z
SirElite360,Jacob1304,sold,22,Cobweb,-275,2026-05-22T09:02:02.092Z
SirElite360,Jacob1304,sold,18,Ochre Froglight,-98.44,2026-05-22T09:02:02.092Z
SirElite360,Jacob1304,sold,39,Pearlescent Froglight,-213.28,2026-05-22T09:02:02.092Z
SirElite360,Jacob1304,sold,28,Verdant Froglight,-153.13,2026-05-22T09:02:02.092Z
SirElite360,Jacob1304,sold,2,Netherite Scrap,-1800,2026-05-22T09:02:02.092Z
SirElite360,Jacob1304,sold,62,Dragon Breath,-5270,2026-05-22T08:04:02.092Z
SirElite360,Jacob1304,sold,22,Pearlescent Froglight,-120.31,2026-05-22T08:03:02.092Z
SirElite360,Jacob1304,sold,64,Pearlescent Froglight,-350,2026-05-22T08:03:02.916Z
SirElite360,Jacob1304,sold,60,Verdant Froglight,-328.13,2026-05-22T08:03:02.916Z
SirElite360,Jacob1304,sold,448,Verdant Froglight,-2450,2026-05-22T08:03:02.916Z
SirElite360,Jacob1304,sold,79,Cobweb,-987.5,2026-05-22T08:01:02.916Z
SirElite360,Jacob1304,sold,2,Ancient Debris,-3300,2026-05-22T08:00:02.916Z
ukclutch,Jacob1304,bought,1655,Sugar Cane,2068.75,2026-05-22T05:18:02.917Z
Rexjopeck,Jacob1304,bought,256,Sand,400,2026-05-22T03:59:02.917Z
PVT_PYLE5h13t,Jacob1304,sold,220,Glowstone,-5500,2026-05-22T03:36:03.702Z
PVT_PYLE5h13t,Jacob1304,sold,19,Netherrack,-11.88,2026-05-22T03:36:03.702Z
PVT_PYLE5h13t,Jacob1304,sold,64,Netherrack,-40,2026-05-22T03:36:03.702Z
Rexjopeck,Jacob1304,bought,16,Sand,25,2026-05-22T03:25:03.702Z
CopingPlains522,Jacob1304,bought,64,Pale Oak Leaves,160,2026-05-22T03:09:03.702Z
Xgunner103,Jacob1304,sold,25,Netherite Ingot,-95000,2026-05-22T02:22:03.702Z
BlackManSwag,Jacob1304,sold,4,Netherite Ingot,-15200,2026-05-22T02:21:03.702Z
Rexjopeck,Jacob1304,bought,40,Iron Ingot,1100,2026-05-22T01:45:03.702Z
Rexjopeck,Jacob1304,sold,1,Iron Ingot,-26.5,2026-05-22T01:45:03.702Z
AlarmingDoc,Jacob1304,bought,64,Glow Berries,76,2026-05-22T01:11:03.702Z
Rexjopeck,Jacob1304,bought,20,Blaze Rod,1160,2026-05-22T01:09:04.678Z
Rexjopeck,Jacob1304,sold,19,Blaze Powder,-380,2026-05-22T01:09:04.680Z
Rexjopeck,Jacob1304,bought,10,Blaze Powder,310,2026-05-22T01:09:04.681Z
TinyTurbs,Jacob1304,bought,64,Grass Block,300,2026-05-22T00:47:04.681Z
Flordiaman_1969,Jacob1304,sold,32,Prismarine,-195,2026-05-21T23:43:04.681Z
dragonz9010,Jacob1304,sold,64,White Wool,-450,2026-05-21T22:56:04.682Z
dragonz9010,Jacob1304,bought,64,White Wool,485,2026-05-21T22:56:04.682Z
MrSven007,Jacob1304,sold,2176,Grass Block,-7650,2026-05-21T22:36:04.683Z
MrSven007,Jacob1304,bought,64,Shroomlight,3712,2026-05-21T22:33:04.683Z
Emperor_Bato,Jacob1304,bought,128,Andesite,324,2026-05-21T21:37:04.683Z
Emperor_Bato,Jacob1304,bought,200,Stone,375,2026-05-21T21:37:05.676Z
Emperor_Bato,Jacob1304,bought,320,Andesite,810,2026-05-21T21:24:05.677Z
Emperor_Bato,Jacob1304,bought,192,Deepslate,195,2026-05-21T21:24:05.677Z
Emperor_Bato,Jacob1304,bought,128,Cobblestone,170,2026-05-21T21:24:05.677Z
TCodee,Jacob1304,bought,4,Sea Lantern,740,2026-05-21T21:21:05.677Z
TCodee,Jacob1304,bought,128,Glowstone,3840,2026-05-21T21:21:05.677Z
TCodee,Jacob1304,bought,64,Black Wool,485,2026-05-21T21:19:05.677Z
Deadliii,Jacob1304,bought,3,Emerald,630,2026-05-21T21:00:05.677Z
Emperor_Bato,Jacob1304,bought,128,Cobbled Deepslate,120,2026-05-21T20:35:05.677Z
Emperor_Bato,Jacob1304,bought,128,Deepslate,130,2026-05-21T20:35:05.677Z
Emperor_Bato,Jacob1304,bought,320,Stone,600,2026-05-21T20:35:06.477Z
Eatdonut12,Jacob1304,bought,64,Coal Block,950,2026-05-21T20:01:06.477Z
Fun1x,Jacob1304,bought,64,Cooked Beef,925,2026-05-21T19:44:06.477Z
Fun1x,Jacob1304,bought,3,Ender Pearl,450,2026-05-21T19:43:06.477Z
Fun1x,Jacob1304,sold,4,Netherite Ingot,-15200,2026-05-21T19:43:06.477Z
Oscar_Gaming_YT,Jacob1304,bought,1,Ender Pearl,150,2026-05-21T18:47:06.477Z
Oscar_Gaming_YT,Jacob1304,bought,128,Baked Potato,128,2026-05-21T18:46:06.477Z
azareoth,Jacob1304,bought,256,Orange Wool,1940,2026-05-21T17:58:06.477Z
azareoth,Jacob1304,sold,4,Orange Wool,-28.13,2026-05-21T17:57:06.477Z
ZamanXZero,Jacob1304,bought,32,Netherite Ingot,129600,2026-05-21T17:29:06.478Z
ZamanXZero,Jacob1304,bought,20,Iron Ingot,550,2026-05-21T17:27:07.279Z
ZamanXZero,Jacob1304,bought,64,Oak Log,220,2026-05-21T17:27:07.279Z
ZamanXZero,Jacob1304,bought,10,Diamond,510,2026-05-21T17:27:07.279Z
NavyCircle21209,Jacob1304,bought,20,Gold Ingot,2040,2026-05-21T17:01:07.279Z
Baderoyt,Jacob1304,sold,50,White Wool,-351.56,2026-05-21T16:51:07.279Z
Baderoyt,Jacob1304,sold,576,White Wool,-4050,2026-05-21T16:51:07.279Z
NavyCircle21209,Jacob1304,bought,16,Netherite Scrap,15200,2026-05-21T16:05:07.279Z
Emperor_Bato,Jacob1304,bought,360,Andesite,911.25,2026-05-21T15:05:07.279Z
Emperor_Bato,Jacob1304,bought,128,Stone,240,2026-05-21T15:05:07.279Z
grimAuxiliatrix9,Jacob1304,bought,768,Dirt,2148,2026-05-21T14:53:08.079Z
ShadowsQueen,Jacob1304,bought,1954,Quartz Block,18318.75,2026-05-21T14:37:08.079Z
ShadowsQueen,Jacob1304,bought,31,Quartz Block,290.63,2026-05-21T14:33:08.079Z
ShadowsQueen,Jacob1304,bought,63,Quartz Block,590.63,2026-05-21T14:29:08.079Z
ShadowsQueen,Jacob1304,bought,1408,Quartz Block,13200,2026-05-21T14:29:08.079Z
Giraffecat77,Jacob1304,sold,191,Ghast Tear,-21487.5,2026-05-21T14:25:08.080Z
Giraffecat77,Jacob1304,sold,10,Shulker Box,-97000,2026-05-21T14:25:08.080Z
TCodee,Jacob1304,sold,200,Gunpowder,-18000,2026-05-21T13:29:08.080Z
grimAuxiliatrix9,Jacob1304,bought,47,Grass Block,220.31,2026-05-21T11:56:08.080Z
grimAuxiliatrix9,Jacob1304,bought,960,Grass Block,4500,2026-05-21T11:56:08.980Z
Giraffecat77,Jacob1304,sold,448,Diorite,-840,2026-05-21T11:24:08.980Z
Giraffecat77,Jacob1304,sold,192,Sandstone,-900,2026-05-21T11:24:08.980Z
Giraffecat77,Jacob1304,sold,55,Deepslate,-44.69,2026-05-21T11:24:08.980Z
Giraffecat77,Jacob1304,sold,896,Deepslate,-728,2026-05-21T11:24:08.980Z
Giraffecat77,Jacob1304,sold,576,Dirt,-1566,2026-05-21T11:23:08.980Z
Giraffecat77,Jacob1304,sold,192,Deepslate Bricks,-180,2026-05-21T11:16:08.980Z
Giraffecat77,Jacob1304,sold,2880,Andesite,-6525,2026-05-21T11:16:08.980Z
Giraffecat77,Jacob1304,sold,576,Smooth Stone,-1350,2026-05-21T11:16:08.980Z
Giraffecat77,Jacob1304,sold,1408,Stone,-1980,2026-05-21T11:16:08.981Z
Giraffecat77,Jacob1304,bought,63,Ochre Froglight,492.19,2026-05-21T11:04:09.782Z
Giraffecat77,Jacob1304,bought,320,Ochre Froglight,2500,2026-05-21T11:04:09.782Z
Giraffecat77,Jacob1304,bought,63,Verdant Froglight,492.19,2026-05-21T11:04:09.782Z
Giraffecat77,Jacob1304,bought,384,Verdant Froglight,3000,2026-05-21T11:04:09.783Z
Giraffecat77,Jacob1304,bought,63,Pearlescent Froglight,492.19,2026-05-21T11:03:09.783Z
Giraffecat77,Jacob1304,bought,64,Pearlescent Froglight,500,2026-05-21T11:03:09.783Z
Giraffecat77,Jacob1304,sold,20,Stone,-28.13,2026-05-21T11:03:09.783Z
Giraffecat77,Jacob1304,sold,216,Smooth Stone,-506.25,2026-05-21T11:03:09.783Z
Giraffecat77,Jacob1304,sold,64,Stone,-90,2026-05-21T11:03:09.783Z
Giraffecat77,Jacob1304,bought,38,Gilded Blackstone,7600,2026-05-21T10:49:09.783Z
TheMoltenOne,Jacob1304,sold,29,Cobbled Deepslate,-18.13,2026-05-21T08:52:10.582Z
TheMoltenOne,Jacob1304,sold,512,Cobbled Deepslate,-320,2026-05-21T08:52:10.582Z
TheMoltenOne,Jacob1304,sold,128,Cobblestone,-160,2026-05-21T08:50:10.583Z
CageyStorm79284,Jacob1304,bought,576,Egg,1620,2026-05-21T08:23:10.584Z
AlarmingDoc,Jacob1304,sold,64,Quartz Block,-401,2026-05-21T06:44:10.584Z
AlarmingDoc,Jacob1304,sold,512,Netherrack,-320,2026-05-21T06:40:10.584Z
AlarmingDoc,Jacob1304,bought,64,Netherrack,45,2026-05-21T06:40:10.584Z
Rexjopeck,Jacob1304,bought,1,Netherite Ingot,4050,2026-05-21T06:10:10.584Z
Baderoyt,Jacob1304,bought,3,Shulker Box,29400,2026-05-21T06:09:10.584Z
Flordiaman_1969,Jacob1304,sold,14,White Wool,-98.44,2026-05-21T06:08:10.585Z
Flordiaman_1969,Jacob1304,sold,192,White Wool,-1350,2026-05-21T06:08:11.385Z
Rexjopeck,Jacob1304,sold,192,White Wool,-1350,2026-05-21T06:08:11.385Z
Baderoyt,Jacob1304,sold,128,White Wool,-900,2026-05-21T06:08:11.385Z
MooDengFan,Jacob1304,bought,288,Sculk,864,2026-05-21T05:27:11.385Z
Wolstice_,Jacob1304,sold,94,Bone Block,-587.5,2026-05-21T05:19:11.385Z
Serius_Joker,Jacob1304,bought,24,Sponge,60000,2026-05-21T05:11:11.385Z
x1dagger,Jacob1304,sold,64,Andesite,-145,2026-05-21T05:03:11.385Z
x1dagger,Jacob1304,bought,1600,Andesite,4050,2026-05-21T05:03:11.385Z
CopingPlains522,Jacob1304,bought,192,Packed Mud,1185,2026-05-21T03:10:11.385Z
Emperor_Bato,Jacob1304,bought,256,Grass Block,1200,2026-05-21T02:54:11.386Z
AlarmingDoc,Jacob1304,bought,64,Apple,1408,2026-05-21T02:32:12.185Z
Emperor_Bato,Jacob1304,bought,448,Grass Block,2100,2026-05-21T02:26:12.185Z
MooDengFan,Jacob1304,bought,256,Nether Wart Block,320,2026-05-21T02:25:12.185Z
Emperor_Bato,Jacob1304,bought,55,Deepslate,55.86,2026-05-21T01:54:12.185Z
Emperor_Bato,Jacob1304,bought,3,Cobbled Deepslate,2.81,2026-05-21T01:54:12.185Z
Emperor_Bato,Jacob1304,bought,384,Andesite,972,2026-05-21T01:53:12.986Z
Emperor_Bato,Jacob1304,bought,256,Stone,480,2026-05-21T01:53:12.986Z
Emperor_Bato,Jacob1304,bought,256,Andesite,648,2026-05-21T01:37:12.986Z
Emperor_Bato,Jacob1304,bought,64,Deepslate,65,2026-05-21T01:30:12.986Z
Emperor_Bato,Jacob1304,bought,192,Andesite,486,2026-05-21T01:30:12.986Z
Emperor_Bato,Jacob1304,bought,64,Cobbled Deepslate,60,2026-05-21T01:21:13.787Z
Deadliii,Jacob1304,sold,57,Blackstone,-253.83,2026-05-21T01:15:13.787Z
Deadliii,Jacob1304,bought,64,Blackstone,300,2026-05-21T01:15:13.787Z
Lordlardes,Jacob1304,sold,10,Gold Ingot,-1010,2026-05-21T01:07:13.787Z
eminem_rondonia,Jacob1304,sold,2,Experience Bottle,-9.38,2026-05-21T01:02:13.787Z
eminem_rondonia,Jacob1304,sold,256,Experience Bottle,-1200,2026-05-21T01:02:13.787Z
JerichoPvE,Jacob1304,bought,92,Glowstone,2760,2026-05-21T00:57:13.787Z
Emperor_Bato,Jacob1304,bought,128,Grass Block,600,2026-05-21T00:55:14.587Z
Emperor_Bato,Jacob1304,bought,192,Stone,360,2026-05-21T00:54:14.587Z
Emperor_Bato,Jacob1304,bought,2,Lodestone,164,2026-05-21T00:54:14.587Z
azareoth,Jacob1304,bought,128,Red Wool,970,2026-05-21T00:11:14.587Z
azareoth,Jacob1304,sold,2,Red Wool,-14.06,2026-05-21T00:11:14.587Z
azareoth,Jacob1304,bought,64,Soul Soil,419,2026-05-20T23:58:14.589Z
AlarmingDoc,Jacob1304,bought,64,Coal Block,950,2026-05-20T23:51:14.589Z
Roranges120,Jacob1304,bought,4,Tnt,960,2026-05-20T23:49:14.589Z
Roranges120,Jacob1304,sold,128,Sandstone,-600,2026-05-20T23:49:15.489Z
Roranges120,Jacob1304,bought,128,Sandstone,700,2026-05-20T23:47:15.489Z
Roranges120,Jacob1304,bought,40,Diamond,2040,2026-05-20T23:46:15.489Z
Roranges120,Jacob1304,sold,4,Netherite Scrap,-3600,2026-05-20T23:46:15.489Z
AlarmingDoc,Jacob1304,bought,64,Acacia Log,250,2026-05-20T23:37:15.489Z
Roranges120,Jacob1304,bought,20,Iron Ingot,550,2026-05-20T23:35:15.489Z
Roranges120,Jacob1304,bought,64,Clay,260,2026-05-20T23:34:15.489Z
Roranges120,Jacob1304,bought,64,Cactus,80,2026-05-20T23:32:15.489Z
Roranges120,Jacob1304,bought,30,Book,450,2026-05-20T23:31:15.489Z
Roranges120,Jacob1304,bought,128,Spruce Log,340,2026-05-20T23:24:15.489Z
Roranges120,Jacob1304,sold,64,Spruce Log,-165,2026-05-20T23:24:16.388Z
Roranges120,Jacob1304,bought,4,Netherite Scrap,3800,2026-05-20T22:50:16.388Z
Roranges120,Jacob1304,bought,64,Orange Wool,485,2026-05-20T22:50:16.388Z
Roranges120,Jacob1304,bought,32,Resin Brick,250,2026-05-20T22:49:16.388Z
T1_Cheap,Jacob1304,bought,16,Ender Pearl,2400,2026-05-20T22:04:16.388Z
T1_Cheap,Jacob1304,bought,64,Cooked Beef,975,2026-05-20T22:03:16.388Z
cvee_,Jacob1304,sold,64,Gilded Blackstone,-9600,2026-05-20T21:04:16.388Z
CopingPlains522,Jacob1304,sold,64,Terracotta,-180,2026-05-20T20:44:16.388Z
CopingPlains522,Jacob1304,bought,64,Terracotta,185,2026-05-20T20:43:17.344Z
meddleh,Jacob1304,sold,37,Diamond,-1480,2026-05-20T20:36:17.345Z
meddleh,Jacob1304,bought,10,Diamond,510,2026-05-20T20:36:17.345Z
Giraffecat77,Jacob1304,bought,128,Pearlescent Froglight,1000,2026-05-20T20:15:17.345Z
Giraffecat77,Jacob1304,bought,128,Experience Bottle,950,2026-05-20T20:11:17.345Z
Giraffecat77,Jacob1304,bought,4,Gilded Blackstone,800,2026-05-20T20:11:17.360Z
MooDengFan,Jacob1304,bought,128,Birch Log,440,2026-05-20T20:11:17.361Z
Yuvlo,Jacob1304,bought,64,Experience Bottle,475,2026-05-20T20:05:17.361Z
Ajhastoes,Jacob1304,sold,128,Sandstone,-600,2026-05-20T19:29:17.361Z
Ajhastoes,Jacob1304,bought,320,Sandstone,1750,2026-05-20T19:29:17.361Z
Infinicht,Jacob1304,bought,59,Cooked Beef,898.83,2026-05-20T19:28:18.199Z
Infinicht,Jacob1304,bought,2240,Cooked Beef,34125,2026-05-20T19:28:18.199Z
Infinicht,Jacob1304,sold,33,Baked Potato,-30.94,2026-05-20T19:28:18.199Z
Infinicht,Jacob1304,bought,5,Cooked Beef,76.17,2026-05-20T19:27:18.199Z
Mertilizm,Jacob1304,bought,64,Oak Log,220,2026-05-20T19:18:18.200Z
Mertilizm,Jacob1304,bought,256,Spruce Log,680,2026-05-20T19:18:18.200Z
CopingPlains522,Jacob1304,bought,64,Egg,180,2026-05-20T19:11:18.200Z
Giraffecat77,Jacob1304,sold,256,Sandstone,-1200,2026-05-20T19:10:18.200Z
Giraffecat77,Jacob1304,bought,2880,Verdant Froglight,22500,2026-05-20T19:05:19.043Z
Giraffecat77,Jacob1304,bought,2880,Pearlescent Froglight,22500,2026-05-20T19:03:19.044Z
Giraffecat77,Jacob1304,sold,64,Ochre Froglight,-350,2026-05-20T19:03:19.044Z
Giraffecat77,Jacob1304,bought,2944,Ochre Froglight,23000,2026-05-20T19:01:19.044Z
Giraffecat77,Jacob1304,bought,320,Pearlescent Froglight,2500,2026-05-20T17:21:19.044Z
Giraffecat77,Jacob1304,bought,192,Ochre Froglight,1500,2026-05-20T17:21:19.044Z
Giraffecat77,Jacob1304,bought,128,Flowering Azalea,640,2026-05-20T17:19:19.044Z
Giraffecat77,Jacob1304,bought,64,Azalea,151,2026-05-20T17:19:19.044Z
Giraffecat77,Jacob1304,sold,668,Deepslate Tiles,-626.25,2026-05-20T16:40:19.044Z
Giraffecat77,Jacob1304,sold,1,Deepslate Bricks,-0.94,2026-05-20T16:40:19.887Z
Giraffecat77,Jacob1304,sold,448,Deepslate Bricks,-420,2026-05-20T16:40:19.888Z
Giraffecat77,Jacob1304,sold,736,Polished Deepslate,-690,2026-05-20T16:40:19.888Z
Giraffecat77,Jacob1304,sold,320,Smooth Stone,-750,2026-05-20T16:40:19.888Z
Giraffecat77,Jacob1304,sold,256,Basalt,-700,2026-05-20T16:40:19.888Z
Giraffecat77,Jacob1304,sold,1,Diorite,-1.88,2026-05-20T16:34:19.888Z
Giraffecat77,Jacob1304,sold,1024,Diorite,-1920,2026-05-20T16:34:19.888Z
Giraffecat77,Jacob1304,sold,448,Tuff,-840,2026-05-20T16:34:19.889Z
Giraffecat77,Jacob1304,sold,128,Glass,-500,2026-05-20T16:34:19.889Z
Giraffecat77,Jacob1304,sold,55,Dirt,-149.53,2026-05-20T16:33:20.734Z
Giraffecat77,Jacob1304,bought,12,Spore Blossom,4200,2026-05-20T16:28:20.734Z
Giraffecat77,Jacob1304,sold,1344,Smooth Stone,-3150,2026-05-20T16:27:20.734Z
Giraffecat77,Jacob1304,sold,61,Stone Bricks,-85.78,2026-05-20T16:27:20.734Z
Giraffecat77,Jacob1304,sold,896,Stone Bricks,-1260,2026-05-20T16:27:20.734Z
Giraffecat77,Jacob1304,bought,21,Gilded Blackstone,4200,2026-05-20T16:14:20.734Z
Giraffecat77,Jacob1304,sold,1,Ancient Debris,-1650,2026-05-20T16:14:20.735Z
d3ead_,Jacob1304,bought,64,Cooked Beef,975,2026-05-20T16:07:20.735Z
d3ead_,Jacob1304,sold,64,Lantern,-1500,2026-05-20T16:07:20.735Z
d3ead_,Jacob1304,bought,128,Lantern,3900,2026-05-20T16:07:21.585Z
godwatcher1,Jacob1304,sold,3,Spruce Log,-7.73,2026-05-20T15:57:21.586Z
godwatcher1,Jacob1304,sold,1280,Spruce Log,-3300,2026-05-20T15:57:21.586Z
PVT_PYLE5h13t,Jacob1304,sold,384,Diorite,-720,2026-05-20T15:08:21.586Z
PVT_PYLE5h13t,Jacob1304,sold,1,Granite,-0.97,2026-05-20T15:08:21.587Z
PVT_PYLE5h13t,Jacob1304,sold,64,Granite,-62,2026-05-20T15:08:21.587Z
PVT_PYLE5h13t,Jacob1304,sold,288,Glowstone,-7200,2026-05-20T15:07:21.587Z
PVT_PYLE5h13t,Jacob1304,sold,64,Magma Block,-195,2026-05-20T15:05:21.587Z
PVT_PYLE5h13t,Jacob1304,sold,2752,Blackstone,-12255,2026-05-20T15:05:21.587Z
PVT_PYLE5h13t,Jacob1304,sold,64,Nether Bricks,-250,2026-05-20T15:04:21.587Z
# RUN,2026-05-30T20:43:57.882660500Z,parsed=1163,pages=122
# RUN_SUMMARY,profit=2213106.97,loss=-1078498.68,net=1134608.29
Aqua455531,Jacob1304,bought,576,Honeycomb Block,3510,2026-05-31T05:35:51.170Z
Ajhastoes,Jacob1304,bought,576,Sugar Cane,720,2026-05-31T05:01:51.172Z
Ajhastoes,Jacob1304,bought,1730,Gunpowder,190127,2026-05-31T05:01:51.173Z
CopingPlains522,Jacob1304,sold,12,Amethyst Block,-46.88,2026-05-31T03:41:51.173Z
CopingPlains522,Jacob1304,sold,128,Amethyst Block,-500,2026-05-31T03:41:51.174Z
Ajhastoes,Jacob1304,bought,490,Gunpowder,53851,2026-05-31T03:19:51.174Z
CalebTheSecond,Jacob1304,bought,448,Deepslate,455,2026-05-31T01:55:51.175Z
PVT_PYLE5h13t,Jacob1304,sold,2304,Quartz Block,-14436,2026-05-31T01:33:52.522Z
Kittsunas,Jacob1304,bought,128,Experience Bottle,950,2026-05-30T23:35:52.523Z
Kittsunas,Jacob1304,sold,57,Lapis Block,-467.58,2026-05-30T23:35:52.523Z
Kittsunas,Jacob1304,bought,64,Lapis Block,530,2026-05-30T23:35:52.523Z
Kittsunas,Jacob1304,bought,60,Book,900,2026-05-30T23:03:52.523Z
Kittsunas,Jacob1304,sold,160,Obsidian,-1875,2026-05-30T23:03:52.524Z
Kittsunas,Jacob1304,bought,192,Obsidian,2400,2026-05-30T23:03:52.524Z
Dominic_Graykey,Jacob1304,sold,1472,Yellow Concrete Powder,-2415,2026-05-30T22:34:52.524Z
Tea_L0ver,Jacob1304,bought,20,Ink Sac,1000,2026-05-30T21:43:52.525Z
MrSoap,Jacob1304,sold,640,Baked Potato,-600,2026-05-30T20:53:52.525Z
# RUN,2026-05-31T06:49:50.510167900Z,parsed=17,pages=2
# RUN_SUMMARY,profit=254443,loss=-20340.46,net=234102.54
